NUM_POZO,NOM_POZO,CVE_ACUI,NOM_ACUIF,CVE_EDO,NOM_EDO,ELEV_TN,LATITUD,LONGITUD,PNE_1996,PNE_1997,PNE_1998,PNE_1999,PNE_2000,PNE_2001,PNE_2002,PNE_2003,PNE_2004,PNE_2005,PNE_2006,PNE_2007,PNE_2008,PNE_2009,PNE_2010,PNE_2011,PNE_2012,PNE_2013,PNE_2014,PNE_2015,PNE_2016,PNE_2017,PNE_2018,PNE_2019,PNE_2020,PNE_2021,PNE_2022,PNE_2023,PNE_2024,PNE_2025,PNE_2026
131,44,105,VALLE DE CALVILLO,1,Aguascalientes,1640,21.7725,-102.771667,112.07,,112.14,111.3,112.74,113.68,113.04,108.4,,111.7,,,,113.53,,,,,,,,28.6,,28.6,,,,,,,
132,CNA-45,105,VALLE DE CALVILLO,1,Aguascalientes,1640,21.779167,-102.773611,111.65,,,111.35,110.51,112.79,115.62,110.4,,112.2,,112.4,,,,,,,,,,,,132.2,131.98,,132.07,,,133.05,
133,47,105,VALLE DE CALVILLO,1,Aguascalientes,1660,21.790833,-102.755,,106.72,106.28,107.62,120.06,122.78,125,,,,,106.15,,,,,,,,,,,,,,,,,,,
134,CNA-48,105,VALLE DE CALVILLO,1,Aguascalientes,1640,21.785833,-102.781389,114.3,116.09,116.18,113.5,115.6,116.3,115.7,110.7,113.9,113,112.1,111.9,,114.16,,,,,,,,120.2,121.25,120.25,122.49,,123.15,,,130.14,
135,50,105,VALLE DE CALVILLO,1,Aguascalientes,1640,21.780833,-102.786111,,99.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,53,105,VALLE DE CALVILLO,1,Aguascalientes,1600,21.796111,-102.780833,64.88,59.67,,60.91,62.15,,,,,,,,,,,,,,,,,,,,,,,,,,
137,54,105,VALLE DE CALVILLO,1,Aguascalientes,1580,21.794167,-102.787778,49.64,48.75,49.68,50.9,50.5,50,50.7,48.4,,50.4,49,48.8,,49.25,,,,,,,,52.6,53.96,52.6,54.04,,55.89,,,57.98,
138,CNA-56,105,VALLE DE CALVILLO,1,Aguascalientes,1600,21.807778,-102.768889,,58.34,55.38,59.5,59.87,64.89,58.9,52.6,57.1,57.7,57.85,57.58,,57.2,,,,,,,,65.2,,,,,,,,,
139,57,105,VALLE DE CALVILLO,1,Aguascalientes,1770,21.789444,-102.743333,,149.11,,149.63,151.23,153.95,158.5,154.3,,,,155.5,,166,,,,,,,,168.5,169.2,,,,,,,,
140,58,105,VALLE DE CALVILLO,1,Aguascalientes,1720,21.795278,-102.7375,147.6,151,151.38,152.82,155.83,157.89,161.95,,,156.7,,156,,160,,,,,,,,162.3,162.59,164.58,164.78,,167.33,,,165.21,
141,59,105,VALLE DE CALVILLO,1,Aguascalientes,1670,21.816944,-102.760278,78.92,84.47,85.88,82.04,88.7,91.6,97.46,83.1,84.7,,84.85,84.5,,,,,,,,,,,,,,,,,,,
142,CNA-60,105,VALLE DE CALVILLO,1,Aguascalientes,1660,21.813611,-102.753611,65.8,67.03,,69.01,,,97.16,77.2,79.1,94,94.15,94.03,,99.3,,,,,,,,108.5,112.5,110.25,111.58,,111.89,,,111.28,
143,62,105,VALLE DE CALVILLO,1,Aguascalientes,1660,21.805278,-102.744444,,,126.9,125.59,127.3,130.95,135,131,,124.4,,124.5,,129.3,,,,,,,,139.2,141.02,,,,143.53,,,144,
144,65,105,VALLE DE CALVILLO,1,Aguascalientes,1620,21.823333,-102.764722,76.63,83.2,,81.12,84.75,86.92,89.6,,,,,90.7,,,,,,,,,,,,,,,,,,,
145,66,105,VALLE DE CALVILLO,1,Aguascalientes,1640,21.827444,-102.761389,90.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,67,105,VALLE DE CALVILLO,1,Aguascalientes,1600,21.823889,-102.769167,64.5,66.01,64.8,65.91,67.68,68.76,74.2,76.1,74.3,,64.8,64.7,,67.5,,,,,,,,72.5,75.62,,,,80.61,,,82.16,
147,68,105,VALLE DE CALVILLO,1,Aguascalientes,1640,21.8325,-102.755833,115.17,117.62,,,,,,,,150,,149.8,,,,,,,,,,156.2,158.4,156.2,158.47,,159.21,,,160.58,
148,69,105,VALLE DE CALVILLO,1,Aguascalientes,1630,21.841389,-102.747778,,67.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,CNA-76,105,VALLE DE CALVILLO,1,Aguascalientes,1640,21.848333,-102.699722,68.82,75.65,70.33,71.57,71.55,70,72.5,60.2,70.6,70,70.15,70.15,,,,,,,,,,,,,,,,,,,
150,CNA-81,105,VALLE DE CALVILLO,1,Aguascalientes,1660,21.832778,-102.737778,96.03,89.43,105.94,117.73,119.17,122.85,118,112,112.75,113.9,,113.4,,116.7,,,,,,,,125.8,126.84,,,,138.16,,,,
151,94,105,VALLE DE CALVILLO,1,Aguascalientes,1660,21.853889,-102.724722,73.79,74.52,75.73,71.03,75.38,78.7,79.8,70.6,72.3,73.5,,73.15,,76,,,,,,,,86.54,,,,,,,,,
152,99,105,VALLE DE CALVILLO,1,Aguascalientes,1700,21.873056,-102.715833,97.71,100.87,100.47,101.86,103.34,105.12,105.6,99.35,,,,,,,,,,,,,,,,,,,,,,,
153,101,105,VALLE DE CALVILLO,1,Aguascalientes,1640,21.856667,-102.715833,104.24,107.35,,110.32,112.09,113.8,118.96,110.9,112,,,111.95,,,,,,,,,,135.27,136.8,137.47,139.43,,140,,,141.25,
154,105,105,VALLE DE CALVILLO,1,Aguascalientes,1640,21.8725,-102.75,8.68,7.7,11.85,14.05,14.55,15.45,15.66,11.5,11.3,12,12.2,10.15,,9.6,,,,,,,,10.2,,,,,,,,,
155,CNA-106,105,VALLE DE CALVILLO,1,Aguascalientes,1640,21.848333,-102.726111,39.98,44.14,46.63,50.04,50.03,52.35,50.66,,,,,51.1,,54.3,,,,,,,,64.1,,,,,71.05,,,,
156,108,105,VALLE DE CALVILLO,1,Aguascalientes,1630,21.843611,-102.754444,41.68,39.31,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,CNA-108-A,105,VALLE DE CALVILLO,1,Aguascalientes,1630,21.844167,-102.755,,39.31,42.3,42.58,44.88,46,48.3,43.2,43.25,,43.7,42.88,,44.1,,,,,,,,58.5,,58.5,,,65.14,,,75.1,
158,CNA-123,105,VALLE DE CALVILLO,1,Aguascalientes,1700,21.834444,-102.706111,117.08,122.65,123.55,128.68,129.05,130.1,130.68,124.5,,,125.1,125,,130.7,,,,,,,,135.2,136.5,138.4,139.87,,140.15,,,141.33,
159,124,105,VALLE DE CALVILLO,1,Aguascalientes,1700,21.831667,-102.700361,,140.53,,,,,,,,,,,,156.7,,,,,,,,168.2,,,,,,,,,
160,CNA-132,105,VALLE DE CALVILLO,1,Aguascalientes,1630,21.856111,-102.695,38.08,36.72,40.2,41.36,45.62,,48.03,40,36.6,34.4,34.6,34.33,,,,,,,,,,,,,,,,,,,
161,143,105,VALLE DE CALVILLO,1,Aguascalientes,1640,21.779167,-102.780833,90.69,90.85,85.06,85.84,88.65,,90.34,88.8,90.4,91.3,143.5,124.8,,88.5,,,,,,,,94.13,96.5,,,,100.09,,,102.54,
162,154,105,VALLE DE CALVILLO,1,Aguascalientes,1760,21.7925,-102.720556,14.98,7.01,6.99,7.59,3.04,4.98,1.95,2.55,4.8,9.3,10,8.75,,8.2,,,,,,,,9.52,,9.84,9.99,,9.86,,,,
163,156,105,VALLE DE CALVILLO,1,Aguascalientes,1700,21.7975,-102.731389,161.42,162.26,,,,,,,,,,,,181.7,,,,,,,,184.2,,,,,,,,,
164,161,105,VALLE DE CALVILLO,1,Aguascalientes,1700,21.821389,-102.736389,148.85,149.15,152.8,147.16,142.47,157.8,161.33,150.4,150.7,,,150.25,,155.3,,,,,,,,168.2,,,,,174.1,,,175.09,
165,165,105,VALLE DE CALVILLO,1,Aguascalientes,1680,21.833611,-102.723333,98.83,101.21,102.53,103.14,105.86,110.15,109.93,107.4,110.75,111.4,111.7,109.7,,112.7,,,,,,,,126.5,128.5,129.7,130.95,,131.58,,,133.57,
166,172,105,VALLE DE CALVILLO,1,Aguascalientes,1640,21.773333,-102.779722,87.15,94.99,82.18,72.59,73.41,77.7,75,,,,,77.2,,,,,,,,,,,,,,,,,,,
167,CNA-174,105,VALLE DE CALVILLO,1,Aguascalientes,1640,21.83,-102.750833,86.8,97.5,86.78,88.13,88.93,,91.33,104.98,,110,110.2,110,,,,,,,,,,135.6,136.4,,,,,,,,
168,CNA-180,105,VALLE DE CALVILLO,1,Aguascalientes,1670,21.838778,-102.716472,96.5,,,104.21,106.41,,108.85,102.8,103.3,103.7,,103.3,,,,,,,,,,,,,,,,,,,
169,184,105,VALLE DE CALVILLO,1,Aguascalientes,1730,21.948333,-102.688333,65.8,69.96,,72.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,189,105,VALLE DE CALVILLO,1,Aguascalientes,1740,21.955556,-102.6825,30.17,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,190,105,VALLE DE CALVILLO,1,Aguascalientes,1690,21.932778,-102.700278,2.87,3.44,5.24,4.38,4.38,5.67,,3.43,3.9,,,3.1,,,,,,,,,,3.24,3.56,3.24,3.78,,3.16,,,9.14,
172,194,105,VALLE DE CALVILLO,1,Aguascalientes,1720,21.913083,-102.692667,106,107.16,,105.58,106.62,107.76,111.26,,,,,112.2,,,,,,,,,,139.5,140.2,142.2,,,146.17,,,,
173,196,105,VALLE DE CALVILLO,1,Aguascalientes,1670,21.888333,-102.705278,54.95,56.66,50.3,53.58,54.85,56.87,54.8,51.45,52.15,,,50.35,,46.44,,,,,,,,,,,,,,,,,
174,198,105,VALLE DE CALVILLO,1,Aguascalientes,1660,21.88,-102.708889,,,,,101,,116,25.65,,,,40,,99,,,,,,,,107.52,,,,,112.11,,,114.07,
175,199,105,VALLE DE CALVILLO,1,Aguascalientes,1740,21.8925,-102.691667,98,,,99.31,101.06,102.76,97.9,93.4,,98.55,,97.95,,,,,,,,,,,,,,,,,,,
176,200,105,VALLE DE CALVILLO,1,Aguascalientes,1700,21.896667,-102.695278,77.4,79.9,79.24,81.72,84.45,,81.68,78.7,80,,,79.9,,80.35,,,,,,,,86.3,88.54,,,,90.14,,,92.46,
177,CNA-204,105,VALLE DE CALVILLO,1,Aguascalientes,1660,21.868333,-102.710833,94.7,90.48,,92.33,,,96.27,79.4,80.2,,,80,,90.25,,,,,,,,,,,,,,,,,
178,212,105,VALLE DE CALVILLO,1,Aguascalientes,1780,21.886944,-102.662222,,,140,140.87,141.73,,,,,,,,,,,,,,,,,,,,,,,,,,
179,CNA_11,201,TIJUANA,2,Baja California,27.62,32.532952,-117.045416,,,,,,,,,,,,,,8.73,,,,7.49,,,,,,,,,,,,,
180,CNA_13,201,TIJUANA,2,Baja California,21.68,32.533715,-117.03135,,,,,,,,,,,,,,5.45,,,,,,,,,,,,,,,,,
181,CNA_14,201,TIJUANA,2,Baja California,101.77,32.515291,-117.074806,,,,,,,,,,,,,,104.75,,,,,,,,,,,,,,,,,
182,CNA_15,201,TIJUANA,2,Baja California,135.43,32.506565,-117.063387,,,,,,,,,,,,,,152.3,,,,152.82,,,,,,,,,,,,,
183,CNA_17,201,TIJUANA,2,Baja California,125.47,32.488347,-117.011123,,,,,,,,,,,,,,7.31,,,,10.6,,,,,,,,,,,,,
184,CNA_20,201,TIJUANA,2,Baja California,68.13,32.506622,-117.021559,,,,,,,,,,,,,,22.31,,,,,,,,,,,,,,,,,
185,CNA_37,201,TIJUANA,2,Baja California,56.04,32.518488,-116.933895,,,,,,,,,,,,,,7.78,,,,10.47,,,,,,,,,,,,,
186,CNA_41,201,TIJUANA,2,Baja California,113.68,32.45024,-116.873057,,,,,,,,,,,,,,29.31,,,,,,,,,,,,,,,,,
187,CNA_42,201,TIJUANA,2,Baja California,133.49,32.431934,-116.884847,,,,,,,,,,,,,,21.06,,,,37.05,,,,,,,,,,,,,
188,CNA_43,201,TIJUANA,2,Baja California,74.89,32.457075,-116.918998,,,,,,,,,,,,,,43.28,,,,38.95,,,,,,,,,,,,,
189,CNA_45,201,TIJUANA,2,Baja California,110.7,32.450765,-116.938016,,,,,,,,,,,,,,24.44,,,,,,,,,,,,,,,,,
190,CNA_46,201,TIJUANA,2,Baja California,84.96,32.461126,-116.909042,,,,,,,,,,,,,,74.69,,,,,,,,,,,,,,,,,
191,CNA_47,201,TIJUANA,2,Baja California,52.27,32.503886,-116.969183,,,,,,,,,,,,,,18.01,,,,,,,,,,,,,,,,,
192,CNA_54,201,TIJUANA,2,Baja California,31.07,32.514325,-116.997899,,,,,,,,,,,,,,6.21,,,,,,,,,,,,,,,,,
193,CNA_55,201,TIJUANA,2,Baja California,107.03,32.493402,-117.01611,,,,,,,,,,,,,,7.36,,,,13.81,,,,,,,,,,,,,
194,CNA_61,201,TIJUANA,2,Baja California,17.35,32.537581,-117.050147,,,,,,,,,,,,,,7.79,,,,,,,,,,,,,,,,,
195,CNA_64,201,TIJUANA,2,Baja California,19,32.536649,-117.04686,,,,,,,,,,,,,,6.67,,,,5.46,,,,,,,,,,,,,
196,CNA_65,201,TIJUANA,2,Baja California,60.52,32.52415,-116.923593,,,,,,,,,,,,,,11.21,,,,13.81,,,,,,,,,,,,,
197,CNA_82,201,TIJUANA,2,Baja California,223.56,32.489312,-117.034445,,,,,,,,,,,,,,36.19,,,,,,,,,,,,,,,,,
198,CNA_88,201,TIJUANA,2,Baja California,58.24,32.522182,-116.918663,,,,,,,,,,,,,,7.41,,,,,,,,,,,,,,,,,
199,CNA_91,201,TIJUANA,2,Baja California,46.92,32.509972,-116.946397,,,,,,,,,,,,,,6.27,,,,8.03,,,,,,,,,,,,,
200,CNA_99,201,TIJUANA,2,Baja California,28.17,32.517822,-117.001869,,,,,,,,,,,,,,3.83,,,,3.32,,,,,,,,,,,,,
201,Pozo 14,201,TIJUANA,2,Baja California,35.96,32.512687,-116.968222,,,,,,,,,,,,,,4.48,,,,4.82,,,,,,,,,,,,,
202,Pozo 3,201,TIJUANA,2,Baja California,41.33,32.511867,-116.961007,,,,,,,,,,,,,,8.33,,,,,,,,,,,,,,,,,
203,Pozo 32,201,TIJUANA,2,Baja California,19.92,32.541893,-117.033993,,,,,,,,,,,,,,7.19,,,,7.43,,,,,,,,,,,,,
204,Pozo 36,201,TIJUANA,2,Baja California,20.01,32.535868,-117.026766,,,,,,,,,,,,,,4.34,,,,,,,,,,,,,,,,,
205,Pozo 44,201,TIJUANA,2,Baja California,33.35,32.519627,-116.992593,,,,,,,,,,,,,,8.89,,,,8.94,,,,,,,,,,,,,
206,Pozo 70,201,TIJUANA,2,Baja California,49.07,32.506892,-117.013787,,,,,,,,,,,,,,5.47,,,,5.57,,,,,,,,,,,,,
207,Pozo 73,201,TIJUANA,2,Baja California,25.74,32.530435,-117.013791,,,,,,,,,,,,,,5.12,,,,6.79,,,,,,,,,,,,,
208,Pozo Corette,201,TIJUANA,2,Baja California,33.89,32.514732,-116.986476,,,,,,,,,,,,,,7.36,,,,,,,,,,,,,,,,,
209,Pozo XD,201,TIJUANA,2,Baja California,25.83,32.525345,-117.01527,,,,,,,,,,,,,,4.36,,,,5.7,,,,,,,,,,,,,
210,PB_1,201,TIJUANA,2,Baja California,51.56,32.490955,-116.937564,,,,,,,,,,,,,,8.84,,,,,,,,,,,,,,,,,
211,PB_2,201,TIJUANA,2,Baja California,25.97,32.526122,-117.024769,,,,,,,,,,,,,,6.18,,,,6.71,,,,,,,,,,,,,
212,PB_3,201,TIJUANA,2,Baja California,41.95,32.511854,-116.960979,,,,,,,,,,,,,,7.96,,,,,,,,,,,,,,,,,
213,PO_1,201,TIJUANA,2,Baja California,51.55,32.490939,-116.937535,,,,,,,,,,,,,,8.86,,,,8.66,,,,,,,,,,,,,
214,PO_2,201,TIJUANA,2,Baja California,49.76,32.523163,-117.032685,,,,,,,,,,,,,,22.39,,,,,,,,,,,,,,,,,
215,Pozo 13,201,TIJUANA,2,Baja California,35.67,32.512977,-116.979355,,,,,,,,,,,,,,7.54,,,,8.14,,,,,,,,,,,,,
216,CNA_10,201,TIJUANA,2,Baja California,54.43,32.51668,-116.937354,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
217,CNA_18,201,TIJUANA,2,Baja California,76.26,32.50336,-117.0215,,,,,,,,,,,,,,30.7,,,,,,,,,,,,,,,,,
218,CNA_19,201,TIJUANA,2,Baja California,58.24,32.511652,-117.02184,,,,,,,,,,,,,,56.2,,,,,,,,,,,,,,,,,
219,CNA_44,201,TIJUANA,2,Baja California,86.94,32.456576,-116.929126,,,,,,,,,,,,,,57.58,,,,,,,,,,,,,,,,,
220,CNA_59,201,TIJUANA,2,Baja California,146.19,32.546443,-116.977434,,,,,,,,,,,,,,131.96,,,,,,,,,,,,,,,,,
221,CNA_62,201,TIJUANA,2,Baja California,17.36,32.539661,-117.051581,,,,,,,,,,,,,,14.91,,,,,,,,,,,,,,,,,
222,CNA_63,201,TIJUANA,2,Baja California,19.09,32.539682,-117.04339,,,,,,,,,,,,,,8.97,,,,5.6,,,,,,,,,,,,,
223,CNA_66,201,TIJUANA,2,Baja California,83.33,32.460633,-116.909509,,,,,,,,,,,,,,74.99,,,,,,,,,,,,,,,,,
224,CNA-67,201,TIJUANA,2,Baja California,111.68,32.444863,-116.891494,,,,,,,,,,,,,,16.21,,,,22,,,,,,,,,,,,,
225,CNA_81,201,TIJUANA,2,Baja California,218.29,32.489869,-117.035692,,,,,,,,,,,,,,34.06,,,,32.79,,,,,,,,,,,,,
226,CNA_97,201,TIJUANA,2,Baja California,45.55,32.498228,-116.940508,,,,,,,,,,,,,,8.31,,,,6.1,,,,,,,,,,,,,
227,CNA 1,202,TECATE,2,Baja California,863,32.560278,-116.435,,,,9,3,11.15,,,,,,1.86,,,,,,,,,,,,,,,,,,,
228,CNA 7,202,TECATE,2,Baja California,557,32.561944,-116.578889,,,,,,,,,,,,15.59,,,,,,,,,,,,,,,,,,,
229,CNA 8,202,TECATE,2,Baja California,770,32.57,-116.485833,,,,3.1,3.1,3.1,,,,,,9.97,,,,,,,,,,,,,,,,,,,
230,CNA 16,202,TECATE,2,Baja California,632,32.566389,-116.513889,,,,1.9,1.9,2.9,,,,,,4.56,,,,,,,,,,,,,,,,,,,
231,CNA 17,202,TECATE,2,Baja California,624,32.566389,-116.516389,,,,,,,,,,,,9.16,,,,,,,,,,,,,,,,,,,
232,CNA 31,202,TECATE,2,Baja California,610,32.559167,-116.526111,,,,,5.05,,,,,,,15.86,,,,,,,,,,,,,,,,,,,
233,CNA 72,202,TECATE,2,Baja California,561,32.564444,-116.574444,,,,12.7,12.7,,,,,,,16.74,,,,,,,,,,,,,,,,,,,
234,CNA 85,202,TECATE,2,Baja California,525,32.572222,-116.621667,,,,,11.95,,,,,,,24.97,,,,,,,,,,,,,,,,,,,
235,CNA 86,202,TECATE,2,Baja California,521,32.571389,-116.623889,,,,6.9,6.8,,,,,,,18.26,,,,,,,,,,,,,,,,,,,
236,CNA S_01,202,TECATE,2,Baja California,785,32.575,-116.491111,,,,,,,,,,,,8.42,,,,,,,,,,,,,,,,,,,
237,CNA S-03,202,TECATE,2,Baja California,564,32.562778,-116.561667,,,,,,,,,,,,18.42,,,,,,,,,,,,,,,,,,,
238,CNA S_04,202,TECATE,2,Baja California,554,32.561944,-116.579722,,,,,12.95,,,,,,,14.16,,,,,,,,,,,,,,,,,,,
239,CNA PB17,202,TECATE,2,Baja California,574,32.560556,-116.553889,,,,,8,,,,,,,23.69,,,,,,,,,,,,,,,,,,,
240,CNA-1 / 35,206,LA MISIÓN,2,Baja California,20.38,32.099444,-116.870833,,,,,,,,,,,2.35,2.53,2.8,,,,,,,,,,,,,,,,,,
241,N-111,206,LA MISIÓN,2,Baja California,2.57,32.098611,-116.866111,,,,,,,,,,,4.48,2.98,4.05,3.06,,2.67,,,,,,,,,,,,,,,
242,N-74,206,LA MISIÓN,2,Baja California,5.78,32.098333,-116.862222,,,,,,,,,,,6.54,,6.93,6.8,,6.25,,,,,,,,,,,,,,,
243,N-44,206,LA MISIÓN,2,Baja California,4.33,32.099722,-116.852222,,,,,,,,,,,5.24,5.74,6.46,6.02,,5.37,,,,,,,,,,,,,,,
244,CNA-JGRC-002,206,LA MISIÓN,2,Baja California,9.53,32.098333,-116.846111,,,,,,,,,,,9.4,9.73,10.68,10.47,,9.88,,,,,,,,,,,,,,,
245,P-109,206,LA MISIÓN,2,Baja California,2.57,32.093889,-116.860556,,,,,,,,,,,3.85,3.94,4.47,4.27,,3.44,,,,,,,,,,,,,,,
246,N-CNA-4,206,LA MISIÓN,2,Baja California,2.76,32.096111,-116.861944,,,,,,,,,,,3.25,3.41,3.78,3.7,,3.08,,,,,,,,,,,,,,,
247,CNA-JGRC-009,206,LA MISIÓN,2,Baja California,6.95,32.097778,-116.844167,,,,,,,,,,,6.26,6.62,,,,5.83,,,,,,,,,,,,,,,
248,19,206,LA MISIÓN,2,Baja California,8.44,32.098889,-116.83,,,,,,,,,,,6.23,7.88,9.79,9.76,,4.17,,,,,,,,,,,,,,,
249,P-90,206,LA MISIÓN,2,Baja California,12.63,32.101667,-116.811389,,,,,,,,,,,,14.67,16.54,16.78,,,,,,,,,,,,,,,,,
250,P-182,206,LA MISIÓN,2,Baja California,7.08,32.097222,-116.842222,,,,,,,,,,,5.98,,7.8,7.06,,5.3,,,,,,,,,,,,,,,
251,P-25,206,LA MISIÓN,2,Baja California,10.36,32.101944,-116.814444,,,,,,,,,,,9,12.13,14.58,15.04,,4.75,,,,,,,,,,,,,,,
252,CNA-24,206,LA MISIÓN,2,Baja California,7.56,32.092222,-116.833333,,,,,,,,,,,5.63,5.61,5.38,8.26,,4.45,,,,,,,,,,,,,,,
253,CNA-JGRC-005,206,LA MISIÓN,2,Baja California,27.52,32.098611,-116.845833,,,,,,,,,,,,27.34,,,,,,,,,,,,,,,,,,,
254,N-192,206,LA MISIÓN,2,Baja California,5.21,32.098889,-116.8575,,,,,,,,,,,5.28,5.38,5.93,5.55,,5,,,,,,,,,,,,,,,
255,CNA-JGRC-001,206,LA MISIÓN,2,Baja California,2.7,32.095833,-116.846389,,,,,,,,,,,2.57,,,,,,,,,,,,,,,,,,,,
256,N-CNA-8 / 183,206,LA MISIÓN,2,Baja California,3.89,32.098611,-116.854722,,,,,,,,,,,1.98,2.17,,,,2.5,,,,,,,,,,,,,,,
257,N-46,206,LA MISIÓN,2,Baja California,9.96,32.100278,-116.823333,,,,,,,,,,,7.88,9.94,,,,6.23,,,,,,,,,,,,,,,
258,N-CNA-15,206,LA MISIÓN,2,Baja California,6.74,32.092222,-116.836667,,,,,,,,,,,,5.86,,,,,,,,,,,,,,,,,,,
259,N-23,206,LA MISIÓN,2,Baja California,6.36,32.092778,-116.838611,,,,,,,,,,,5.23,,,,,3.8,,,,,,,,,,,,,,,
260,CNA-JGRC-006,206,LA MISIÓN,2,Baja California,3.83,32.095833,-116.837778,,,,,,,,,,,2.69,3.03,,,,1.62,,,,,,,,,,,,,,,
261,CNA-JGRC-007,206,LA MISIÓN,2,Baja California,3.84,32.097222,-116.856944,,,,,,,,,,,4.12,4.29,,,,3.75,,,,,,,,,,,,,,,
262,282,207,GUADALUPE,2,Baja California,370.94,32.117867,-116.47585,,,,,,7.54,,,,,,,,,4.85,8.85,7.39,14.12,,,,,,,,13.95,,,,,
263,202,207,GUADALUPE,2,Baja California,351.68,32.115083,-116.520217,,,,,,19.16,,,,,,,,,14.4,17.71,20.1,28.4,,,,,,,,,,,,,
264,193,207,GUADALUPE,2,Baja California,340,32.11225,-116.5346,,,,,,19.14,,,,,,,,,,,,,,,,,,,,,,,,,
265,394,207,GUADALUPE,2,Baja California,370,32.13705,-116.52695,,,,,,13.76,,,,,,,,,,,,,,,,,,,,,,,,,
266,276,207,GUADALUPE,2,Baja California,340.08,32.093833,-116.54805,,,,,,15.36,,,,,,,,,,,,,,,,,,,,,,,,,
267,139,207,GUADALUPE,2,Baja California,325.09,32.08845,-116.592667,,,,,,14.89,,,,,,,,,,,,,,,,,,,,,,,,,
268,243,207,GUADALUPE,2,Baja California,333.42,32.099367,-116.572933,,,,,,7.31,,,,,,,,,,5.33,5.93,,,,,,,,,,,,,,
269,94,207,GUADALUPE,2,Baja California,305,32.08245,-116.621167,,,,,,8.83,,,,,,,,,,,,,,,,,,,,,,,,,
270,48,207,GUADALUPE,2,Baja California,310,32.0689,-116.642383,,,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,
271,86,207,GUADALUPE,2,Baja California,310,32.071617,-116.612433,,,,,,7.31,,,,,,,9.48,,,7.78,7.63,9.62,,,,,,,,,,,,,
272,67,207,GUADALUPE,2,Baja California,307,32.049,-116.646333,,,,,,5.33,,,,,,,5.4,,,3.8,3.92,5.97,,,,,,,,,,,,,
273,N_327,207,GUADALUPE,2,Baja California,280,32.035717,-116.672783,,,,,,6.6,,,,,,,4.55,,2.62,,,4.45,,,,,,,,,,,,,
274,P_7CNA,207,GUADALUPE,2,Baja California,280,32.006283,-116.682267,,,,,,6.27,,,,,,,4.78,,3.8,4.32,4.44,4.49,,,,,,,,,,,,,
275,CNA-A-5(173),207,GUADALUPE,2,Baja California,340.75,32.092252,-116.549662,,,,,,,,,,,,,,,,,,,,,,,,,,46.74,,,,,
276,CNA-258,207,GUADALUPE,2,Baja California,352.31,32.121116,-116.527059,,,,,,,,,,,,,,,,,,,,,,,,,,32.78,,,,,
277,CNA-259,207,GUADALUPE,2,Baja California,352.07,32.118966,-116.525107,,,,,,,,,,,,,,,,,,,,,,,,,,30.3,,,,,
278,P-273,207,GUADALUPE,2,Baja California,360.78,32.111066,-116.502737,,,,,,,,,,,,,,,,,,,,,,,,,,18.22,,,,,
279,688,207,GUADALUPE,2,Baja California,381.65,32.145524,-116.521001,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,
280,CNA-A-29/CESPE 1,207,GUADALUPE,2,Baja California,357.57,32.110654,-116.513498,,,,,,,,,,,,,,,,,,,,,,,,,,18.41,,,,,
281,CNA-A-31/CESPE 3,207,GUADALUPE,2,Baja California,356.87,32.110928,-116.520064,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,,,,,
282,CNA-A-34/CESPE 6,207,GUADALUPE,2,Baja California,351.6,32.107724,-116.530621,,,,,,,,,,,,,,,,,,,,,,,,,,31.95,,,,,
283,CNA-A-38/CESPE 10,207,GUADALUPE,2,Baja California,346.03,32.103339,-116.543081,,,,,,,,,,,,,,,,,,,,,,,,,,56.69,,,,,
284,CNA-A-18,207,GUADALUPE,2,Baja California,360.81,32.107422,-116.502111,,,,,,,,,,,,,,,,,,,,,,,,,,17.56,,,,,
285,CNA-A-114,207,GUADALUPE,2,Baja California,371.94,32.116445,-116.479803,,,,,,,,,,,,,,,,,,,,,,,,,,13.06,,,,,
286,CNA-A-16,207,GUADALUPE,2,Baja California,346.49,32.104066,-116.535921,,,,,,,,,,,,,,,,,,,,,,,,,,30.62,,,,,
287,P-SN,207,GUADALUPE,2,Baja California,369.8,32.115366,-116.483266,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,
288,P-275,207,GUADALUPE,2,Baja California,367.3,32.114933,-116.488871,,,,,,,,,,,,,,,,,,,,,,,,,,14.33,,,,,
289,CESPE 2,207,GUADALUPE,2,Baja California,354.5,32.111422,-116.516792,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,,,,,
290,CESPE 4,207,GUADALUPE,2,Baja California,353.1,32.10965,-116.524033,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,,,,,
291,CESPE 5,207,GUADALUPE,2,Baja California,351.3,32.108633,-116.527353,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,,,,,
